File Path,File Name,Event ID,Pick Time,Pick Quality,Created At
/Users/hujiachen/Desktop/深地项目/example_mseed/3J.BHPC.evid.17544.mseed,3J.BHPC.evid.17544.mseed,17544,19.511096184419713,B,2025-06-15 21:39:37
